언어명,시군구명,시도명,관광지명,,KTO카테고리대분류명,KTO카테고리중분류명,KTO카테고리소분류명,사용자방문건수
중간체,종로구,서울특별시,謠?掠긷?у??곌났?),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331402,인문(문화/예술/역사),휴양관광지,공원,237
중간체,송파구,서울특별시,?天世界水族?(롯데월드 아쿠아리움),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2478435,인문(문화/예술/역사),휴양관광지,테마공원,234
중간체,금천구,서울특별시,要ч??也ζ??ｅ??Mario Outlet)(留?由ъ??몃?),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=726140,쇼핑,쇼핑,전문매장/상가,226
중간체,종로구,서울특별시,??ⓨ뮈愿??臾멸,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=896541,인문(문화/예술/역사),휴양관광지,공원,216
중간체,성동구,서울특별시,?江（한강）,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2704381,자연,자연관광지,자연생태관광지,215
중간체,용산구,서울특별시,Blue Square블루스퀘어,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1469779,인문(문화/예술/역사),문화시설,공연장,214
중간체,서초구,서울특별시,?浦大?月光彩虹?泉반포대교 달빛무지개분수,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=973026,인문(문화/예술/역사),건축/조형물,분수,214
중간체,서초구,서울특별시,??殿堂예술의전당,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331610,인문(문화/예술/역사),문화시설,공연장,211
중간체,중구,서울특별시,明洞?子(명동교자),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=775640,음식,음식점,한식,205
중간체,마포구,서울특별시,弘大(홍대),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=782199,인문(문화/예술/역사),산업관광지,기타,204
중간체,종로구,서울특별시,宗?[?合??科文??世界文化??](종묘 [유네스코 세계문화유산]),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331311,인문(문화/예술/역사),역사관광지,유적지/사적지,200
중간체,종로구,서울특별시,忠武公李舜臣?像(충무공 이순신 동상),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2470511,인문(문화/예술/역사),건축/조형물,동상,199
중간체,중구,서울특별시,元祖南山大炸猪排 明洞  ( 원조남산왕돈까스 명동 ),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2669419,음식,음식점,한식,184
중간체,중구,서울특별시,鬼怪?牛肉（도깨비불고기）,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2665151,음식,음식점,한식,182
중간체,중구,서울특별시,?大?????(DDP)<br />동대문디자인플라자(DDP),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2475118,인문(문화/예술/역사),산업관광지,기타,179
중간체,중구,서울특별시,腰?弱?瓮7017 <br >?몃 7017,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2539493,인문(문화/예술/역사),휴양관광지,공원,179
중간체,성동구,서울특별시,首?林(서울숲),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=805281,인문(문화/예술/역사),휴양관광지,공원,177
중간체,마포구,서울특별시,弘大(홍대),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=782199,인문(문화/예술/역사),체험관광지,이색체험,176
중간체,동작구,서울특별시,?立首??忠院(국립서울현충원),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1258596,인문(문화/예술/역사),역사관광지,유적지/사적지,174
중간체,종로구,서울특별시,佯??若寃쏀?ш),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331254,인문(문화/예술/역사),역사관광지,고궁,172
중간체,종로구,서울특별시,曹溪寺(首?)조계사(서울),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331184,인문(문화/예술/역사),역사관광지,사찰,165
중간체,관악구,서울특별시,冠岳山(관악산),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1511336,자연,자연관광지,산,163
중간체,중구,서울특별시,忠武??中心(충무아트홀),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=758017,인문(문화/예술/역사),문화시설,공연장,163
중간체,종로구,서울특별시,⒴?썲??꿨??⑶(??誘쇨뎅?щ臾쇨),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1849891,인문(문화/예술/역사),문화시설,박물관,159
중간체,영등포구,서울특별시,?江游?船(한강유람선),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331084,인문(문화/예술/역사),휴양관광지,유람선/잠수함관광,158
중간체,송파구,서울특별시,CHARLOTTE ??(샤롯데씨어터),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=552880,인문(문화/예술/역사),문화시설,공연장,158
중간체,송파구,서울특별시,腰?弱?瀯쇔??瓦?ⓨ??若ㅷ뻤?瓦?ⓨ??몄⑹?대??ㅼ⑹?대??,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1112801,레포츠,육상 레포츠,수련시설,157
중간체,영등포구,서울특별시,汝矣?公?여의도공원,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331185,인문(문화/예술/역사),휴양관광지,공원,151
중간체,용산구,서울특별시,榕?掠긺?드?(⑹?곗????),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=712011,쇼핑,쇼핑,전문매장/상가,149
중간체,중구,서울특별시,南大?市?(남대문시장),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=332178,쇼핑,쇼핑,상설시장,149
중간체,종로구,서울특별시,腰?弱??꿨??⑶(?몄??щ臾쇨),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331729,인문(문화/예술/역사),문화시설,박물관,148
중간체,종로구,서울특별시,㏝у??猷↔났?),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1028006,인문(문화/예술/역사),휴양관광지,공원,143
중간체,중구,서울특별시,腰?弱?躍?塋?獰??몄??由쎈愿?,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331641,인문(문화/예술/역사),문화시설,미술관/화랑,143
중간체,종로구,서울특별시,?立古?博物?(국립고궁박물관),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331665,인문(문화/예술/역사),문화시설,박물관,141
중간체,서대문구,서울특별시,蜈욕ㄷⓨ??→???꿴(??臾명??臾댁???ш),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331731,인문(문화/예술/역사),문화시설,전시관,141
중간체,서초구,서울특별시,Spalei洗浴中心(스파레이),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=701547,인문(문화/예술/역사),휴양관광지,이색찜질방,141
중간체,중구,서울특별시,明洞(명동),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331135,인문(문화/예술/역사),산업관광지,기타,138
중간체,광진구,서울특별시,?江市民公?纛?地?(纛??江公?)한강시민공원 뚝섬지구(뚝섬한강공원),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1035354,인문(문화/예술/역사),휴양관광지,공원,136
중간체,중구,서울특별시,??之家(한국의 집),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331625,인문(문화/예술/역사),문화시설,공연장,133
중간체,용산구,서울특별시,?立?文博物?국립한글박물관,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2421697,인문(문화/예술/역사),문화시설,박물관,133
중간체,종로구,서울특별시,?瓮烏?若?烏?(醫?濡?3媛? 洹?湲?? ?臾몄??媛?),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=332176,쇼핑,쇼핑,전문매장/상가,132
중간체,서초구,서울특별시,?立??院(국립국악원),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331666,인문(문화/예술/역사),문화시설,문화전수시설,130
중간체,송파구,서울특별시,?天世界塔??天世界?物中心롯데월드타워&롯데월드몰,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2376005,인문(문화/예술/역사),건축/조형물,유명건물,129
중간체,종로구,서울특별시,土俗村???(토속촌 삼계탕),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1789167,음식,음식점,한식,126
중간체,중구,서울특별시,NUZZON FASHIONMALL(누죤패션몰),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1008952,쇼핑,쇼핑,전문매장/상가,123
중간체,종로구,서울특별시,大?路(대학로),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331213,인문(문화/예술/역사),체험관광지,이색거리,122
중간체,종로구,서울특별시,世宗文化??(세종문화회관),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331638,인문(문화/예술/역사),문화시설,공연장,121
중간체,종로구,서울특별시,蜈욘??(?珥?留??),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2037524,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,121
중간체,중구,서울특별시,新?免?店(首?)신라면세점 (서울점),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=613368,쇼핑,쇼핑,면세점,121
중간체,중구,서울특별시,?域?(紐??),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331135,인문(문화/예술/역사),체험관광지,이색체험,120
중간체,용산구,서울특별시,腰?弱?耶??у??⑥갹怨듭??竊?,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1941631,인문(문화/예술/역사),휴양관광지,공원,110
중간체,종로구,서울특별시,(?岳??佯?(二援?蹂대Ц怨,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331597,인문(문화/예술/역사),문화시설,대형서점,109
중간체,서초구,서울특별시,?役黎?у?諛?ы??媛?怨듭??),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=999863,인문(문화/예술/역사),휴양관광지,공원,108
중간체,영등포구,서울특별시,63大厦(63스퀘어),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331117,인문(문화/예술/역사),건축/조형물,유명건물,105
중간체,강남구,서울특별시,Starfield???별마당도서관,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2642641,인문(문화/예술/역사),문화시설,도서관,104
중간체,영등포구,서울특별시,???事堂(국회의사당),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331095,인문(문화/예술/역사),건축/조형물,유명건물,103
중간체,중구,서울특별시,南大?人?市?(남대문인삼시장),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=950144,쇼핑,쇼핑,상설시장,100
