,Unnamed: 0,attraction,주소,위도,경도,tag
22,22,아차산성,서울특별시 광진구 광장동,37.5538246631,127.1048709825,#가족여행#관광지#광장성#교과서속여행#당일치기여행#등산#등산로#백제시대성#서울근교여행#서울산성#아단성#아이와함께#아차산성#아차산유적지#역사#역사유적지#장한성#전통&역사문화체험#친구와함께
23,23,서울 동관왕묘,서울특별시 종로구 난계로27길 84,37.5727625733,127.0184394274,#관광지#관우#교과서속여행#동관왕묘#문화재#사당#삼국지#수도권#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사유적#역사유적지#역사이야기#역사탐방#역사탐험#유적지
24,24,새남터기념성당,서울특별시 용산구 이촌로 80-8,37.5249586869,126.9567186255,#가족여행#관광지#근대문화유산#당일치기여행#새나무터#새남터기념관#새남터기념성당#서울근교여행#성당#순교성지새남터기념성당#아이와함께#역사#역사공부#역사속#역사여행#역사유적#역사유적지#종교#천주교순교성지#친구와함께
25,25,무악산 동봉수대 터,서울특별시 서대문구 봉원동(봉원동),37.5756692729,126.9462487025,#관광지#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사여행#역사유적#역사유적지#역사이야기#역사탐방#역사탐험
26,26,북촌한옥마을,서울특별시 종로구 계동길 37(계동),37.5791612548,126.9864254967,#2024_여행가는달과함께하는_발도장여행지#가족여행#관광지#나홀로여행#당일치기여행#데이트코스#도심여행#북촌한옥마을#사계절#서울근교여행#아이와함께#역사#연인과함께#전통가옥#친구와함께#한옥
27,27,압구정 로데오거리,서울특별시 강남구 압구정동일대,37.5268766055,127.0388971983,#가족과함께#강남구#강남시티투어#관광지#산책하기좋은곳#쇼핑거리#수도권#압구정#압구정로데오거리#연인과함께#우수쇼핑#이색거리#체험#친구와함께
28,28,남산골한옥마을,서울특별시 중구 퇴계로34길 28(필동2가),37.5591248302,126.9940059289,#2024_여행가는달과함께하는_발도장여행지#가족여행#관광지#남녀노소#남산골한옥마을#도심여행#수도권#아이와함께#연인과함께#이색체험#전통여행#전통한복#체험#체험프로그램#체험학습#친구와함께
29,29,옛 용산신학교와 원효로 예수성심성당,서울특별시 용산구 원효로19길 49(원효로4가),37.5344186461,126.9537436297,#관광지#서울용산신학교#서울용산신학교와원효로예수성심성당#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사여행#역사유적#역사유적지#역사이야기#역사탐방#역사탐험#용산신학교와원효로성당#원효로성심성당
30,30,서울 석촌동 고분군,서울특별시 송파구 가락로7길21(석촌동),37.502194511,127.1028309684,#걷기길#관광지#교과서속여행#서울석촌동고분군#수도권#역사#역사공부#역사관광지#역사문화재#역사속#역사속으로#역사여행#역사유적#역사유적지#역사이야기#역사탐방#역사탐험
31,31,서울 효창공원,서울특별시 용산구 효창원로 177-18(효창동) 일대,37.545042586,126.9634757763,#관광지#서울공원#서울효창공원#수도권#역사공부#역사를품은곳#역사속#역사속으로#역사여행#역사유적#역사유적지#역사이야기#역사탐방#역사탐험#연인과함께#연중무휴#효창공원
32,32,길상사(서울),서울특별시 성북구 선잠로5길 68(성북동),37.599095196,126.9946241836,#2024_여행가는달과함께하는_발도장여행지#관광지#길상사(서울)#불교#불교문화#사찰#사찰여행#산사#수도권#역사#연중무휴#자연속으로#자연좋은곳#자연환경#전통사찰#종교#한국불교#휴식공간#휴식여행#휴식하기#휴식하기좋은곳
33,33,묘각사(서울),서울특별시 종로구 종로63가길 31(숭인동),37.5754261586,127.0187670996,#관광지#대한불교관음종#불교#불교문화#사찰#사찰여행#산사체험프로그램#산사체험프로그램#서울사찰#역사#자연속으로#자연좋은곳#자연환경#전통사찰#종로사찰#한국불교#휴식공간#휴식여행#휴식하기#휴식하기좋은곳
34,34,덕수궁 돌담길,서울특별시 중구 세종대로 지하 101,37.5660820124,126.9748935853,#2024_여행가는달과함께하는_발도장여행지#가족과함께#걷기길#걷기여행#걷기좋은곳#고궁#관광지#덕수궁#덕수궁돌담길#데이트장소추천#산책하기좋은곳#서울데이트장소#수도권#야간관광100선#연중무휴#열린광광지#체험#친구와함께#커플데이트
35,35,청계천,서울특별시 종로구 창신동,37.5697015781,127.0050907302,#가족여행#관광지#나들이#데이트코스#드라이브여행#산책길#산책하기#산책하기좋은곳#수도권#아이와함께#야간관광100선#연인과함께#청계천#체험학습#친구와함께#힐링
36,36,세종대왕 동상,서울특별시 종로구 세종대로 175(세종로),37.5721757834,126.97683768,#관광지#광화문광장#교과서속여행#도심여행#세종대왕동상#수도권#아이와함께#역사속#역사속으로#역사이야기#역사탐방#체험학습#훈민정음
37,37,서울숲,서울특별시 성동구 뚝섬로 273,37.5431247707,127.0418131384,#2024_여행가는달과함께하는_발도장여행지#23_24한국관광100선#가족여행#걷기길#관광지#데이트코스#반려동물동반여행지#생태관광지#서울숲#수도권#수도권반려동물여행지#아이와함께#연인과함께#연중무휴#피크닉#한국관광100선#휴식공간#휴식여행#휴식하기#휴식하기좋은곳
38,38,광진교 8번가,서울특별시 강동구 구천면로 77(천호동),37.5444759163,127.1141592915,#관광지#광진교#광진교8번가#데이트코스#문화체험#사계절#상설공연#서울가볼만한곳#서울공연#서울명소#서울전시회#실내여행지#연인과함께#예술#음악회#이색체험#전망대#전망좋은곳#추억여행#힐링
39,39,부암동,서울특별시 종로구 창의문로 145,37.5924870824,126.9640854894,#걷기여행#관광지#데이트코스#도심여행#드라마촬영지#부암동#브런치카페#사계절#산책코스#산책하기#산책하기좋은곳#수도권#연인과함께#영화&드라마촬영지#체험#추억여행#카페거리#핫플레이스
40,40,보광사(서울),서울특별시 용산구 장문로15나길 6,37.5271063892,126.9973954154,#관광지#무후묘#불교#불교문화#사찰#사찰여행#역사#역사속#역사여행#역사이야기#전통사찰#진신사리#티베트적사리#한국불교#휴식공간#휴식여행#휴식하기#휴식하기좋은곳
41,41,서빙고동 부군당,서울특별시 용산구 서빙고로59길 3-6(서빙고동),37.5204876354,126.9930487758,#관광지#서빙고부군당#서빙고신당#서빙고제당#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사여행#역사유적#역사유적지#역사이야기#역사탐방#역사탐험
42,42,무궁화동산,서울특별시 종로구 궁정동 55-5,37.5843076223,126.9721572068,#공원#관광지#무궁화#무궁화공원#산책길#산책코스#산책하기#산책하기좋은곳#자연환경#지역주민#휴식공간#휴식공간#휴식여행#휴식하기좋은곳
43,43,숭인근린공원,서울특별시 종로구 동망산길 150(숭인동),37.576517682,127.0178504854,#관광지#역사공부#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사여행#역사유적#역사유적지#역사이야기#역사탐방#역사탐험#종로구공원
44,44,창덕궁 향나무,서울특별시 종로구 율곡로 99(와룡동),37.579286295,126.9894641053,#관광지#수도권#자연#창덕궁#창덕궁천연기념물#창덕궁향나무#천연기념물#향나무
45,45,창덕궁 다래나무,서울특별시 종로구 율곡로 99(와룡동),37.5865076734,126.9892416983,#관광지#수도권#역사속으로#자연#자연속으로#자연여행#자연좋은곳#자연풍경#자연환경#창덕궁#창덕궁다래나무#천연기념물
46,46,훈련원공원,서울특별시 중구 을지로 227(을지로5가),37.5673018331,127.0037631418,#관광지#산책길#산책하기#산책하기좋은곳#역사공부#역사관광지#역사속#역사탐방#훈련원#훈련원공원#휴식공간#휴식여행#휴식하기#휴식하기좋은곳
47,47,서소문역사공원,서울특별시 중구 칠패로 5(의주로2가),37.5607103171,126.969469231,#관광지#도심산책#산책하기좋은곳#서소문성지#아이와함께#역사공부#역사이야기#휴식공간#휴식여행#휴식하기좋은곳#힐링산책
48,48,덕수궁 대한문,서울특별시 중구 세종대로 99(정동),37.5661486714,126.9749296905,#19_20한국관광100선#가족여행#고궁#관광지#교과서속여행#덕수궁대한문#사계절#수도권#아이와함께#역사#역사공부#역사관광#역사관광지#역사를품은곳#역사문화관광#역사문화재#역사속#역사속으로#역사속으로#역사여행#역사유적#역사이야기#역사이야기#역사탐방#역사탐험#역사탐험#체험학습
49,49,관훈동 민씨 가옥 (구 부마도위박영효가옥),서울특별시 중구 퇴계로34길 28,37.5585082277,126.9935754302,#관광지#민씨가옥#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사여행#역사유적#역사이야기#역사탐방#역사탐험
50,50,해풍부원군윤택영댁재실,서울특별시 중구 퇴계로34길 28,37.5583638148,126.9944031366,#관광지#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사여행#역사유적#역사유적지#역사이야기#역사탐방#역사탐험#전톡가옥
51,51,삼청동오위장김춘영가옥,서울특별시 중구 퇴계로34길 28(필동2가),37.5586776601,126.9939920541,#관광지#삼청동가옥#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사여행#역사유적#역사유적지#역사이야기#역사탐방#역사탐험#오위장김춘영
52,52,순정효황후윤씨친가,서울특별시 중구 퇴계로34길 28,37.5586776601,126.9939920541,#관광지#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사여행#역사유적#역사유적지#역사이야기#역사탐방#역사탐험
53,53,성덕사,서울특별시 중랑구 봉화산로 109-8,37.603493565,127.0867351085,#관광지#불교#불교문화#사찰#사찰여행#역사#자연속으로#자연환경#전통사찰#종교#한국불교#휴식공간#휴식여행#휴식하기#휴식하기좋은곳
54,54,템플스테이 홍보관,서울특별시 종로구 우정국로 56(견지동),37.5739312489,126.9831814961,#가족여행#가족체험여행#관광지#문화체험#사계절#사찰음식#연인과함께#외국어해설#이색체험#자연좋은곳#전통문화체험#체험학습#친구와함께#친환경여행#템플스테이#한옥&전통가옥#행복여행#힐링
55,55,3.1독립운동기념탑,서울특별시 중구 장충단로 91(장충동2가) 부근,37.5529562386,127.0015748587,#3.1독립운동기념탑#3.1운동#3·1운동_100주년_여행지추천#관광지#기념탑#독립운동#수도권#아이와함께#역사#역사공부#역사를품은곳#역사문화#역사문화재#역사속#역사속으로#역사유적#역사유적지#역사이야기#역사탐방#역사탐험#한민족
56,56,나석주의사동상,서울특별시 중구 을지로 66(을지로2가) 외환은행 본점 앞,37.5655100385,126.9850482312,#3.1운동#3·1운동_100주년_여행지추천#관광지#나석주의사#독립운동#독립운동가동상#역사#열사#일제시대#추모비
57,57,유관순동상,서울특별시 중구 장충단로 101(장충동2가),37.5555392622,127.0010470557,#관광지#사계절#수도권#아이와함께#역사공부#역사를품은곳#역사속#역사속으로#역사여행#역사이야기#역사탐방#역사탐험#유관순동상#체험학습#친구와함께
58,58,반공순국용사 위령탑,서울특별시 영등포구 신길1동 20-4(신길동),37.5171533568,126.9186112066,#625용사위령탑#관광지#반공순국용사#반공순국용사위령탑#사계절#수도권#순국용사위령제#순국용사위령탑#아이와함께#애국정신#역사공부#역사관광지#역사를품은곳#역사속#역사여행#역사이야기#역사탐방#역사탐험#체험학습#친구와함께#호국영령#호국정신
59,59,이봉창의사동상,서울특별시 용산구 효창원로 177-18(효창동),37.5449814325,126.9607315834,#관광지#사계절#수도권#아이와함께#역사공부#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사여행#역사유적#역사유적지#역사이야기#역사탐방#역사탐험#용산의열사#의사이봉창#이봉창의사동상#체험학습#친구와함께#효창공원동상
60,60,이원등 상사상,서울특별시 용산구 양녕로 445(이촌동),37.5176873396,126.9584075663,#가족과함께#관광지#노들섬동상#동상#아이와함께#애국심#애국정신#애국지사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사여행#역사유적#역사이야기#역사탐방#역사탐험#이원등상사#호국정신#희생정신
61,61,일성이준열사동상,서울특별시 중구 동호로 257-8,37.558552851,127.0038300502,#3·1운동_100주년_여행지추천#관광지#독립#독립운동#애국계몽#역사#역사공부#역사관광지#역사를품은곳#역사문화#역사속#역사속으로#역사유적#역사유적지#역사이야기#역사탐방#역사탐험#열사#헤이그특사
62,62,한국유림독립운동파리장서비,서울특별시 중구 동호로 261,37.5576029665,127.0041161624,#관광지#독립서한기념비#독립운동#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사여행#역사유적#역사유적지#역사이야기#역사탐방#역사탐험#열사#장충단공원#평화#항쟁
63,63,해병대104고지전적비,서울특별시 서대문구 성산로13길 35-1(연희동) 부근,37.567694839,126.926114652,#관광지#기념탑#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사여행#역사유적#역사유적지#역사이야기#역사탐방#역사탐험#추모#추모비#한국역사#한국전쟁#해병대
64,64,호국무공수훈자공적비,서울특별시 성동구 용답동237,37.5602538457,127.0701156307,#관광지#수도권#역사#역사공부#역사관광지#역사문화재#역사속#역사속으로#역사여행#역사이야기#역사탐방#역사탐험#현충시설#호국무공수훈자공적비#호국영령#호국정신
65,65,"서울교통공사 차량기지(신정, 수서, 천왕기지)",서울특별시 성동구 천호대로 346,37.5625755656,127.0572167398,#가족과함께#관광지#교육여행#교육프로그램#도심여행#서울교통공사#아이와함께#안전교육#안전체험#이색체험#체험#체험교육#체험프로그램#체험학습
66,66,동대문역사문화공원,서울특별시 중구 을지로 281(을지로7가),37.567068642,127.0101708978,#2024_여행가는달과함께하는_발도장여행지#DDP#가족여행#걷기좋은길#관광지#데이트코스#동대문#동대문디자인플라자#동대문역사문화공원#동대문운동장#사계절#산책길#산책하기#산책하기좋은곳#신당동패션거리#연인과함께#친구와함께#휴식공간#휴식여행#휴식하기#휴식하기좋은곳
67,67,한국전통주연구소,서울특별시 종로구 자하문로 62(효자동) 3층,37.5815912524,126.9710796045,#관광지#남녀노소#서울여행#소주#양조#이색체험#전통주#전통주교육기관#전통주여행#체험#체험교육#체험프로그램#한국전통#한국전통주연구소
68,68,명동 남대문 북창동 다동무교동 관광특구,서울특별시 중구 세종대로 40(남대문로4가),37.5599771733,126.9753048316,#관광지#기념품판매#남대문쇼핑타운#다동무교동쇼핑타운#데이트코스#도심여행#명동남대문북창동다동무교동관광특구#명동쇼핑타운#문화행사#미식여행#북창동쇼핑타운#서울여행코스#수도권#전통시장#특산물#한류
69,69,종로 청계 관광특구,서울특별시 종로구 율곡로 99,37.5826581698,126.9919526715,#걷기여행#관광지#근대문화유산#도심여행#마을축제#산책하기좋은곳#수도권#역사속#역사탐방#전통시장#종로청계관광특구#지역특화주전부리#특산물#한류
70,70,서울 경모궁지,서울특별시 종로구 대학로 103(연건동),37.5807946333,126.9994992588,#경모궁지#고택#관광지#교과서속여행#문화재#수도권#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사유적지#역사이야기#역사탐방#역사탐험#함춘문
71,71,경성 부민관 폭탄 의거지,서울특별시 중구 세종대로 125(태평로1가),37.5675596477,126.9765267272,#경성부민관#경성부민관폭탄의거지#관광지#수도권#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사유적#역사유적지#역사이야기#역사탐방#역사탐험#현충시설
72,72,대한제국군 서울시가 전투지,서울특별시 중구 세종대로 39,37.5607020615,126.97375773,#관광지#대한제국군서울시가전투지#수도권#역사#역사공부#역사를품은곳#역사속#역사속으로#역사유적#역사유적지#역사이야기#역사탐방#역사탐험#현충시설
73,73,반공 청년운동 순국 열사 기념비,서울특별시 중구 남산공원길 125-72,37.552231068,126.9873511751,#관광지#남산봉수대#남산팔각정#반공청년운동순국열사기념비#수도권#애국열사기념비#애국열사청년#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사여행#역사유적지#역사이야기#역사체험#역사탐방#역사탐험#현충시설
74,74,신석구 사택 터,서울특별시 중구 청계천로 100(수표동) 부근,37.5678348289,126.9884423006,#관광지#수도권#신석구사택터#역사#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사유적#역사유적지#역사이야기#역사탐방#역사탐험#현충시설
75,75,우당 이회영 선생 흉상,서울특별시 중구 명동11길 20(명동1가),37.5648934636,126.9861287059,#관광지#수도권#아이와함께#역사#역사공부#역사를품은곳#역사속#역사속으로#역사여행#역사탐방#역사탐험#우당이회영선생흉상#현충시설
76,76,이재명 의거지,서울특별시 중구 명동길 74(명동2가),37.5636019553,126.9866120317,#관광지#수도권#역사#역사공부#역사를품은곳#역사문화재#역사속#역사속으로#역사유적#역사유적지#역사이야기#역사탐방#역사탐험#이재명의거지#청년지사이재명#현충시설
77,77,이충순 자결 터,서울특별시 중구 서소문로 88(순화동),37.5615435807,126.9709774034,#관광지#수도권#역사#역사공부#역사를품은곳#역사속#역사속으로#역사유적#역사유적지#역사이야기#역사탐방#역사탐험#이충순자결터#현충시설
78,78,정동교회 이필주 사택 터,서울특별시 중구 정동길 46(정동),37.5654653714,126.9723466121,#관광지#수도권#역사#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사유적#역사이야기#역사탐험#이필주사택터#정동교회#현충시설
79,79,다이나믹 메이즈 (서울 인사동점),서울특별시 종로구 인사동길 12(인사동),37.5718843365,126.9872034096,#관광지#다이나믹메이즈#도심여행#레포츠체험#복합문화공간#수도권#실내놀이터#실내여행지#연인과함께#연중무휴#이색체험#체험#친구와함께
80,80,이태원 이슬람거리,서울특별시 용산구 우사단로일대,37.5334001039,126.9975035607,#관광지#이태원거리#이태원문화거리#이태원세계음식문화거리#이태원퀴논길#체험
81,81,레일크루즈 해랑열차,서울특별시 용산구 한강대로 405,37.5548277077,126.9717164149,#관광지#관광형열차#기차여행#부모님과함께#전국여행#체험#추억여행#친구와함께#해랑열차#효도여행#휴식공간#휴식여행#휴식하기#휴식하기좋은곳#힐링&휴양#힐링&휴양여행#힐링여행
82,82,생명보험교육문화센터,서울특별시 종로구 새문안로5길 31 센터포인트 B/D 3층(도렴동),37.5729589805,126.9743267753,#2020_산업관광지_13선#관광지#문화콘텐츠#산업관광#산업관광지#생명보험교육문화센터#수도권#아이와함께#이색체험#직업체험#진로학습#체험학습#친구와함께
83,83,올레스퀘어ALL-IP라운지,서울특별시 종로구 세종대로 178 KT 광화문 빌딩 West1층,37.5722035751,126.9778070347,#KT스퀘어#가족여행#관광지#문화공연#복합문화공간#산업관광#산업관광지#수도권#아이와함께#연중무휴#첨단IT산업#친구와함께#휴식공간#휴식여행#휴식하기좋은곳
84,84,율곡로,서울특별시 종로구 율곡로(원남동) 일대,37.5769838749,126.9944914897,#가로수길#관광지#돌담길#산책코스#산책하기좋은곳#수도권#역사#역사이야기#연인과함께#유적지#율곡로#종로구#종묘#창경궁#커플데이트
85,85,서울 관상감 관천대,서울특별시 종로구 원서동,37.5781419576,126.9880281575,#관광지#관상감관천대#문화재#수도권#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사유적#역사유적지#역사이야기#역사탐험#유적지
86,86,목멱산봉수대터,서울특별시 중구 남산공원길 125-72(예장동),37.5523504964,126.9872817336,#관광지#남산봉수대#목멱산봉수대#서울특별시기념물#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사여행#역사유적#역사유적지#역사이야기#역사체험#역사탐방#역사탐험#전통&역사#전통역사#한국역사
87,87,서울 고려대학교 중앙도서관,서울특별시 성북구 안암로 145(안암동5가),37.5898997105,127.0317877244,#건축사#건축여행#고대중앙도서관#고딕건축물#고려대학교#고려대학교도서관#관광지#국내건축물#근대건축#근대문화유산#서울고려대학교중앙도서관#역사#역사를품은곳#역사속으로#역사여행#역사유적지#역사이야기#역사탐험
88,88,삼해소주,서울특별시 마포구 월드컵북로 109 (성산동)지하1호,37.5629646096,126.9135964825,#관광지#남녀노소#무형문화재#삼해소주가#서울무형문화재#수도권#우리술#이색체험#전통문화체험#전통주여행#체험#체험프로그램#친구와함께#휴식공간#휴식하기좋은곳
89,89,오휘&후스파명동,서울특별시 중구 명동10길 415층,37.5621104492,126.9858871398,#관광지#명동테라피샵#부모님과함께#뷰티&스파#뷰티투어#스킨케어#스파#연인과함께#전문테라피#커플데이트#휴식공간#휴식여행#휴식하기#휴식하기좋은곳#힐링&여행#힐링&휴양여행#힐링체험
90,90,구 서울대학교 본관,서울특별시 종로구 동숭길 3,37.5798947977,127.002854534,#관광지#구서울대학교본관#근대문화유산#문화예술진흥원#서울대학교#서울대학교본관#역사#역사공부#역사를품은곳#역사문화재#역사속#역사속으로#역사유적#역사유적지#역사이야기#역사탐방#역사탐험#한국문화예술위원회
91,91,서울 애니메이션센터,서울특별시 중구 소공로 48 (회현동2가),37.5598773249,126.9830902358,#관광지#도심여행#문화콘텐츠#복합문화공간#산업관광#산업관광지#서울애니메이션센터#수도권#실내관광지#아이와함께#애니메이션#애니메이션센터#어린이날가볼만한곳#연인과함께#이색체험#전시관#체험여행#친구와함께
92,92,서울식물원,서울특별시 강서구 마곡동로 161(마곡동),37.5722981936,126.8328563613,#2024_여행가는달과함께하는_발도장여행지#가족과함께#관광지#교육여행#미세먼지_피하는_실내여행#식물원#아이와함께#연인과함께#자연좋은곳#자연환경#휴식공간#휴식여행#휴식하기좋은곳#힐링산책#힐링여행
93,93,엘크레,서울특별시 강남구 도산대로15길 411층,37.520935347,127.0232182384,#감성사진#관광지#메이크업#분위기좋은카페#뷰티#뷰티투어#사진찍기좋은곳#연인과함께#이색체험#친구와함께#포토존#화장품
94,94,평창동 갤러리 거리,서울특별시 종로구 평창동,37.6107184953,126.9752034028,#갤러리길#관광지#문화거리#문화예술#문화예술공간#복합문화공간#열린문화공간#예술공간#예술여행#예술인#이색거리#종합예술#평창동갤러리
