,Attraction,Category,Subclass,Address,Gu,Good_Point,Selected_People,Participants
18,서울식물원,관광,"식물원,수목원",서울특별시 강서구 마곡동로 161 서울식물원,강서구,뷰가 좋아요,864,5204.0
19,서울식물원,관광,"식물원,수목원",서울특별시 강서구 마곡동로 161 서울식물원,강서구,화장실이 깨끗해요,841,5204.0
20,서울식물원,관광,"식물원,수목원",서울특별시 강서구 마곡동로 161 서울식물원,강서구,편의시설이 잘 되어있어요,715,5204.0
21,서울식물원,관광,"식물원,수목원",서울특별시 강서구 마곡동로 161 서울식물원,강서구,주차하기 편해요,680,5204.0
22,서울식물원,관광,"식물원,수목원",서울특별시 강서구 마곡동로 161 서울식물원,강서구,가격이 합리적이에요,643,5204.0
23,서울식물원,관광,"식물원,수목원",서울특별시 강서구 마곡동로 161 서울식물원,강서구,대중교통이 편해요,281,5204.0
24,서울식물원,관광,"식물원,수목원",서울특별시 강서구 마곡동로 161 서울식물원,강서구,규모가 커요,74,5204.0
25,서울식물원,관광,"식물원,수목원",서울특별시 강서구 마곡동로 161 서울식물원,강서구,아이와 가기 좋아요,62,5204.0
26,서울식물원,관광,"식물원,수목원",서울특별시 강서구 마곡동로 161 서울식물원,강서구,피크닉하기 좋아요,30,5204.0
27,서울식물원,관광,"식물원,수목원",서울특별시 강서구 마곡동로 161 서울식물원,강서구,컨셉이 독특해요,6,5204.0
28,서울식물원,관광,"식물원,수목원",서울특별시 강서구 마곡동로 161 서울식물원,강서구,인테리어가 멋져요,5,5204.0
29,서울식물원,관광,"식물원,수목원",서울특별시 강서구 마곡동로 161 서울식물원,강서구,체험 프로그램이 다양해요,5,5204.0
30,서울식물원,관광,"식물원,수목원",서울특별시 강서구 마곡동로 161 서울식물원,강서구,반려동물과 가기 좋아요,3,5204.0
31,N서울타워,관광,전망대,서울특별시 용산구 남산공원길 105,용산구,뷰가 좋아요,4025,5100.0
32,N서울타워,관광,전망대,서울특별시 용산구 남산공원길 105,용산구,야경이 멋져요,1987,5100.0
33,N서울타워,관광,전망대,서울특별시 용산구 남산공원길 105,용산구,사진이 잘 나와요,1865,5100.0
34,N서울타워,관광,전망대,서울특별시 용산구 남산공원길 105,용산구,산책로가 잘 되어있어요,1391,5100.0
35,N서울타워,관광,전망대,서울특별시 용산구 남산공원길 105,용산구,볼거리가 많아요,1190,5100.0
36,N서울타워,관광,전망대,서울특별시 용산구 남산공원길 105,용산구,대중교통이 편해요,565,5100.0
37,N서울타워,관광,전망대,서울특별시 용산구 남산공원길 105,용산구,근처에 갈 곳이 많아요,442,5100.0
38,N서울타워,관광,전망대,서울특별시 용산구 남산공원길 105,용산구,가격이 합리적이에요,273,5100.0
39,N서울타워,관광,전망대,서울특별시 용산구 남산공원길 105,용산구,주차하기 편해요,167,5100.0
40,N서울타워,관광,전망대,서울특별시 용산구 남산공원길 105,용산구,화장실이 깨끗해요,84,5100.0
41,N서울타워,관광,전망대,서울특별시 용산구 남산공원길 105,용산구,시설이 깔끔해요,71,5100.0
42,N서울타워,관광,전망대,서울특별시 용산구 남산공원길 105,용산구,아이와 가기 좋아요,69,5100.0
43,N서울타워,관광,전망대,서울특별시 용산구 남산공원길 105,용산구,편의시설이 잘 되어있어요,35,5100.0
44,N서울타워,관광,전망대,서울특별시 용산구 남산공원길 105,용산구,인테리어가 멋져요,19,5100.0
45,N서울타워,관광,전망대,서울특별시 용산구 남산공원길 105,용산구,먹거리가 풍부해요,13,5100.0
46,N서울타워,관광,전망대,서울특별시 용산구 남산공원길 105,용산구,컨셉이 독특해요,6,5100.0
47,N서울타워,관광,전망대,서울특별시 용산구 남산공원길 105,용산구,체험 프로그램이 다양해요,5,5100.0
48,N서울타워,관광,전망대,서울특별시 용산구 남산공원길 105,용산구,반려동물과 가기 좋아요,3,5100.0
49,서울숲,관광,"숲,숲길",서울특별시 성동구 뚝섬로 273,성동구,뷰가 좋아요,256,258.0
50,서울숲,관광,"숲,숲길",서울특별시 성동구 뚝섬로 273,성동구,사진이 잘 나와요,183,258.0
51,서울숲,관광,"숲,숲길",서울특별시 성동구 뚝섬로 273,성동구,볼거리가 많아요,98,258.0
52,서울숲,관광,"숲,숲길",서울특별시 성동구 뚝섬로 273,성동구,대중교통이 편해요,63,258.0
53,서울숲,관광,"숲,숲길",서울특별시 성동구 뚝섬로 273,성동구,피크닉하기 좋아요,57,258.0
54,서울숲,관광,"숲,숲길",서울특별시 성동구 뚝섬로 273,성동구,근처에 갈 곳이 많아요,56,258.0
55,서울숲,관광,"숲,숲길",서울특별시 성동구 뚝섬로 273,성동구,산책로가 잘 되어있어요,56,258.0
56,서울숲,관광,"숲,숲길",서울특별시 성동구 뚝섬로 273,성동구,경관이 독특해요,50,258.0
57,서울숲,관광,"숲,숲길",서울특별시 성동구 뚝섬로 273,성동구,주차하기 편해요,35,258.0
58,서울숲,관광,"숲,숲길",서울특별시 성동구 뚝섬로 273,성동구,방문객이 많아요,34,258.0
59,서울숲,관광,"숲,숲길",서울특별시 성동구 뚝섬로 273,성동구,붐비지 않아요,26,258.0
60,서울숲,관광,"숲,숲길",서울특별시 성동구 뚝섬로 273,성동구,조용히 쉬기 좋아요,24,258.0
61,서울숲,관광,"숲,숲길",서울특별시 성동구 뚝섬로 273,성동구,화장실이 깨끗해요,20,258.0
62,서울숲,관광,"숲,숲길",서울특별시 성동구 뚝섬로 273,성동구,규모가 커요,19,258.0
63,서울숲,관광,"숲,숲길",서울특별시 성동구 뚝섬로 273,성동구,반려동물과 가기 좋아요,18,258.0
64,서울숲,관광,"숲,숲길",서울특별시 성동구 뚝섬로 273,성동구,편의시설이 잘 되어있어요,17,258.0
65,서울숲,관광,"숲,숲길",서울특별시 성동구 뚝섬로 273,성동구,아이와 가기 좋아요,17,258.0
66,서울숲,관광,"숲,숲길",서울특별시 성동구 뚝섬로 273,성동구,관리가 잘 되어있어요,12,258.0
67,서울숲,관광,"숲,숲길",서울특별시 성동구 뚝섬로 273,성동구,가격이 합리적이에요,11,258.0
68,서울숲,관광,"숲,숲길",서울특별시 성동구 뚝섬로 273,성동구,체험 프로그램이 다양해요,8,258.0
69,서울숲,관광,"숲,숲길",서울특별시 성동구 뚝섬로 273,성동구,관리가 잘 되어있어요,6,258.0
70,서울숲,관광,"숲,숲길",서울특별시 성동구 뚝섬로 273,성동구,코스가 길어요,5,258.0
71,서울숲,관광,"숲,숲길",서울특별시 성동구 뚝섬로 273,성동구,신기한 식물이 많아요,4,258.0
72,서울숲,관광,"숲,숲길",서울특별시 성동구 뚝섬로 273,성동구,먹거리가 풍부해요,2,258.0
73,경복궁,관광,궁궐,서울특별시 종로구 사직로 161 경복궁,종로구,사진이 잘 나와요,777,1202.0
74,경복궁,관광,궁궐,서울특별시 종로구 사직로 161 경복궁,종로구,볼거리가 많아요,718,1202.0
75,경복궁,관광,궁궐,서울특별시 종로구 사직로 161 경복궁,종로구,관리가 잘 되어있어요,317,1202.0
76,경복궁,관광,궁궐,서울특별시 종로구 사직로 161 경복궁,종로구,산책로가 잘 되어있어요,280,1202.0
77,경복궁,관광,궁궐,서울특별시 종로구 사직로 161 경복궁,종로구,아이와 가기 좋아요,210,1202.0
78,경복궁,관광,궁궐,서울특별시 종로구 사직로 161 경복궁,종로구,가격이 합리적이에요,195,1202.0
79,경복궁,관광,궁궐,서울특별시 종로구 사직로 161 경복궁,종로구,체험 프로그램이 다양해요,119,1202.0
80,경복궁,관광,궁궐,서울특별시 종로구 사직로 161 경복궁,종로구,주차하기 편해요,117,1202.0
81,경복궁,관광,궁궐,서울특별시 종로구 사직로 161 경복궁,종로구,뷰가 좋아요,117,1202.0
82,경복궁,관광,궁궐,서울특별시 종로구 사직로 161 경복궁,종로구,방문객이 많아요,113,1202.0
83,경복궁,관광,궁궐,서울특별시 종로구 사직로 161 경복궁,종로구,설명이 잘 되어있어요,84,1202.0
84,경복궁,관광,궁궐,서울특별시 종로구 사직로 161 경복궁,종로구,붐비지 않아요,81,1202.0
85,경복궁,관광,궁궐,서울특별시 종로구 사직로 161 경복궁,종로구,규모가 커요,68,1202.0
86,경복궁,관광,궁궐,서울특별시 종로구 사직로 161 경복궁,종로구,근처에 갈 곳이 많아요,21,1202.0
87,경복궁,관광,궁궐,서울특별시 종로구 사직로 161 경복궁,종로구,야경이 멋져요,20,1202.0
88,경복궁,관광,궁궐,서울특별시 종로구 사직로 161 경복궁,종로구,경관이 독특해요,18,1202.0
89,경복궁,관광,궁궐,서울특별시 종로구 사직로 161 경복궁,종로구,대중교통이 편해요,8,1202.0
90,경복궁,관광,궁궐,서울특별시 종로구 사직로 161 경복궁,종로구,화장실이 깨끗해요,6,1202.0
91,경복궁,관광,궁궐,서울특별시 종로구 사직로 161 경복궁,종로구,편의시설이 잘 되어있어요,4,1202.0
92,롯데월드 어드벤처,관광,테마파크,서울특별시 송파구 올림픽로 240,송파구,놀이기구가 다양해요,9074,15214.0
93,롯데월드 어드벤처,관광,테마파크,서울특별시 송파구 올림픽로 240,송파구,볼거리가 많아요,8780,15214.0
94,롯데월드 어드벤처,관광,테마파크,서울특별시 송파구 올림픽로 240,송파구,아이와 가기 좋아요,4569,15214.0
95,롯데월드 어드벤처,관광,테마파크,서울특별시 송파구 올림픽로 240,송파구,먹거리가 풍부해요,4209,15214.0
96,롯데월드 어드벤처,관광,테마파크,서울특별시 송파구 올림픽로 240,송파구,사진이 잘 나와요,4008,15214.0
97,롯데월드 어드벤처,관광,테마파크,서울특별시 송파구 올림픽로 240,송파구,가격이 합리적이에요,2051,15214.0
98,롯데월드 어드벤처,관광,테마파크,서울특별시 송파구 올림픽로 240,송파구,주차하기 편해요,1795,15214.0
99,롯데월드 어드벤처,관광,테마파크,서울특별시 송파구 올림픽로 240,송파구,체험 프로그램이 다양해요,1476,15214.0
100,롯데월드 어드벤처,관광,테마파크,서울특별시 송파구 올림픽로 240,송파구,규모가 커요,524,15214.0
101,롯데월드 어드벤처,관광,테마파크,서울특별시 송파구 올림픽로 240,송파구,친절해요,453,15214.0
102,롯데월드 어드벤처,관광,테마파크,서울특별시 송파구 올림픽로 240,송파구,시설이 깔끔해요,289,15214.0
103,롯데월드 어드벤처,관광,테마파크,서울특별시 송파구 올림픽로 240,송파구,편의시설이 잘 되어있어요,213,15214.0
104,롯데월드 어드벤처,관광,테마파크,서울특별시 송파구 올림픽로 240,송파구,안전하게 관리해요,96,15214.0
105,롯데월드 어드벤처,관광,테마파크,서울특별시 송파구 올림픽로 240,송파구,유익해요,66,15214.0
106,롯데월드 어드벤처,관광,테마파크,서울특별시 송파구 올림픽로 240,송파구,컨셉이 독특해요,49,15214.0
107,롯데월드 어드벤처,관광,테마파크,서울특별시 송파구 올림픽로 240,송파구,대기시간이 짧아요,36,15214.0
108,롯데월드 어드벤처,관광,테마파크,서울특별시 송파구 올림픽로 240,송파구,수질 관리가 잘돼요,14,15214.0
109,롯데월드 어드벤처,관광,테마파크,서울특별시 송파구 올림픽로 240,송파구,셔틀버스가 잘 되어있어요,10,15214.0
110,롯데월드 어드벤처,관광,테마파크,서울특별시 송파구 올림픽로 240,송파구,샤워실이 잘 되어있어요,7,15214.0
111,롯데월드 어드벤처,관광,테마파크,서울특별시 송파구 올림픽로 240,송파구,숙박하기 좋아요,5,15214.0
112,롯데월드 어드벤처,관광,테마파크,서울특별시 송파구 올림픽로 240,송파구,반려동물과 가기 좋아요,3,15214.0
113,롯데월드 어드벤처,관광,테마파크,서울특별시 송파구 올림픽로 240,송파구,동물 관리가 잘 되어있어요,2,15214.0
114,창덕궁,관광,세계문화유산,서울특별시 종로구 율곡로 99,종로구,사진이 잘 나와요,483,753.0
115,창덕궁,관광,세계문화유산,서울특별시 종로구 율곡로 99,종로구,볼거리가 많아요,419,753.0
116,창덕궁,관광,세계문화유산,서울특별시 종로구 율곡로 99,종로구,산책로가 잘 되어있어요,244,753.0
117,창덕궁,관광,세계문화유산,서울특별시 종로구 율곡로 99,종로구,관리가 잘 되어있어요,207,753.0
118,창덕궁,관광,세계문화유산,서울특별시 종로구 율곡로 99,종로구,붐비지 않아요,102,753.0
119,창덕궁,관광,세계문화유산,서울특별시 종로구 율곡로 99,종로구,뷰가 좋아요,87,753.0
120,창덕궁,관광,세계문화유산,서울특별시 종로구 율곡로 99,종로구,아이와 가기 좋아요,82,753.0
121,창덕궁,관광,세계문화유산,서울특별시 종로구 율곡로 99,종로구,가격이 합리적이에요,77,753.0
122,창덕궁,관광,세계문화유산,서울특별시 종로구 율곡로 99,종로구,설명이 잘 되어있어요,73,753.0
123,창덕궁,관광,세계문화유산,서울특별시 종로구 율곡로 99,종로구,체험 프로그램이 다양해요,48,753.0
124,창덕궁,관광,세계문화유산,서울특별시 종로구 율곡로 99,종로구,방문객이 많아요,40,753.0
125,창덕궁,관광,세계문화유산,서울특별시 종로구 율곡로 99,종로구,규모가 커요,35,753.0
126,창덕궁,관광,세계문화유산,서울특별시 종로구 율곡로 99,종로구,대중교통이 편해요,15,753.0
127,창덕궁,관광,세계문화유산,서울특별시 종로구 율곡로 99,종로구,근처에 갈 곳이 많아요,14,753.0
128,창덕궁,관광,세계문화유산,서울특별시 종로구 율곡로 99,종로구,주차하기 편해요,11,753.0
129,창덕궁,관광,세계문화유산,서울특별시 종로구 율곡로 99,종로구,경관이 독특해요,11,753.0
130,창덕궁,관광,세계문화유산,서울특별시 종로구 율곡로 99,종로구,화장실이 깨끗해요,6,753.0
131,창덕궁,관광,세계문화유산,서울특별시 종로구 율곡로 99,종로구,야경이 멋져요,5,753.0
132,창덕궁,관광,세계문화유산,서울특별시 종로구 율곡로 99,종로구,편의시설이 잘 되어있어요,1,753.0
133,창덕궁,관광,세계문화유산,서울특별시 종로구 율곡로 99,종로구,반려동물과 가기 좋아요,1,753.0
134,덕수궁,관광,궁궐,서울특별시 중구 세종대로 99 덕수궁,중구,사진이 잘 나와요,312,436.0
135,덕수궁,관광,궁궐,서울특별시 중구 세종대로 99 덕수궁,중구,볼거리가 많아요,242,436.0
136,덕수궁,관광,궁궐,서울특별시 중구 세종대로 99 덕수궁,중구,산책로가 잘 되어있어요,155,436.0
137,덕수궁,관광,궁궐,서울특별시 중구 세종대로 99 덕수궁,중구,관리가 잘 되어있어요,135,436.0
138,덕수궁,관광,궁궐,서울특별시 중구 세종대로 99 덕수궁,중구,붐비지 않아요,117,436.0
139,덕수궁,관광,궁궐,서울특별시 중구 세종대로 99 덕수궁,중구,가격이 합리적이에요,92,436.0
140,덕수궁,관광,궁궐,서울특별시 중구 세종대로 99 덕수궁,중구,뷰가 좋아요,69,436.0
141,덕수궁,관광,궁궐,서울특별시 중구 세종대로 99 덕수궁,중구,아이와 가기 좋아요,68,436.0
142,덕수궁,관광,궁궐,서울특별시 중구 세종대로 99 덕수궁,중구,체험 프로그램이 다양해요,27,436.0
143,덕수궁,관광,궁궐,서울특별시 중구 세종대로 99 덕수궁,중구,야경이 멋져요,25,436.0
144,덕수궁,관광,궁궐,서울특별시 중구 세종대로 99 덕수궁,중구,방문객이 많아요,23,436.0
145,덕수궁,관광,궁궐,서울특별시 중구 세종대로 99 덕수궁,중구,설명이 잘 되어있어요,23,436.0
146,덕수궁,관광,궁궐,서울특별시 중구 세종대로 99 덕수궁,중구,대중교통이 편해요,22,436.0
147,덕수궁,관광,궁궐,서울특별시 중구 세종대로 99 덕수궁,중구,근처에 갈 곳이 많아요,16,436.0
148,덕수궁,관광,궁궐,서울특별시 중구 세종대로 99 덕수궁,중구,경관이 독특해요,11,436.0
149,덕수궁,관광,궁궐,서울특별시 중구 세종대로 99 덕수궁,중구,주차하기 편해요,9,436.0
150,덕수궁,관광,궁궐,서울특별시 중구 세종대로 99 덕수궁,중구,규모가 커요,8,436.0
151,덕수궁,관광,궁궐,서울특별시 중구 세종대로 99 덕수궁,중구,화장실이 깨끗해요,5,436.0
152,덕수궁,관광,궁궐,서울특별시 중구 세종대로 99 덕수궁,중구,반려동물과 가기 좋아요,3,436.0
153,덕수궁,관광,궁궐,서울특별시 중구 세종대로 99 덕수궁,중구,편의시설이 잘 되어있어요,2,436.0
154,선정릉,관광,세계문화유산,서울특별시 강남구 선릉로100길 1 선릉정릉,강남구,산책로가 잘 되어있어요,37,43.0
155,선정릉,관광,세계문화유산,서울특별시 강남구 선릉로100길 1 선릉정릉,강남구,붐비지 않아요,31,43.0
156,선정릉,관광,세계문화유산,서울특별시 강남구 선릉로100길 1 선릉정릉,강남구,사진이 잘 나와요,28,43.0
157,선정릉,관광,세계문화유산,서울특별시 강남구 선릉로100길 1 선릉정릉,강남구,관리가 잘 되어있어요,17,43.0
158,선정릉,관광,세계문화유산,서울특별시 강남구 선릉로100길 1 선릉정릉,강남구,가격이 합리적이에요,12,43.0
159,선정릉,관광,세계문화유산,서울특별시 강남구 선릉로100길 1 선릉정릉,강남구,주차하기 편해요,10,43.0
160,선정릉,관광,세계문화유산,서울특별시 강남구 선릉로100길 1 선릉정릉,강남구,뷰가 좋아요,10,43.0
161,선정릉,관광,세계문화유산,서울특별시 강남구 선릉로100길 1 선릉정릉,강남구,아이와 가기 좋아요,9,43.0
162,선정릉,관광,세계문화유산,서울특별시 강남구 선릉로100길 1 선릉정릉,강남구,볼거리가 많아요,8,43.0
163,선정릉,관광,세계문화유산,서울특별시 강남구 선릉로100길 1 선릉정릉,강남구,설명이 잘 되어있어요,4,43.0
164,선정릉,관광,세계문화유산,서울특별시 강남구 선릉로100길 1 선릉정릉,강남구,근처에 갈 곳이 많아요,3,43.0
165,선정릉,관광,세계문화유산,서울특별시 강남구 선릉로100길 1 선릉정릉,강남구,대중교통이 편해요,3,43.0
166,선정릉,관광,세계문화유산,서울특별시 강남구 선릉로100길 1 선릉정릉,강남구,방문객이 많아요,1,43.0
167,선정릉,관광,세계문화유산,서울특별시 강남구 선릉로100길 1 선릉정릉,강남구,편의시설이 잘 되어있어요,1,43.0
168,선정릉,관광,세계문화유산,서울특별시 강남구 선릉로100길 1 선릉정릉,강남구,경관이 독특해요,1,43.0
169,롯데월드타워 서울스카이,관광,전망대,서울특별시 송파구 올림픽로 300 117~123층,송파구,뷰가 좋아요,9701,11594.0
170,롯데월드타워 서울스카이,관광,전망대,서울특별시 송파구 올림픽로 300 117~123층,송파구,사진이 잘 나와요,5158,11594.0
171,롯데월드타워 서울스카이,관광,전망대,서울특별시 송파구 올림픽로 300 117~123층,송파구,야경이 멋져요,4604,11594.0
172,롯데월드타워 서울스카이,관광,전망대,서울특별시 송파구 올림픽로 300 117~123층,송파구,볼거리가 많아요,3215,11594.0
173,롯데월드타워 서울스카이,관광,전망대,서울특별시 송파구 올림픽로 300 117~123층,송파구,근처에 갈 곳이 많아요,2423,11594.0
174,롯데월드타워 서울스카이,관광,전망대,서울특별시 송파구 올림픽로 300 117~123층,송파구,대중교통이 편해요,2291,11594.0
175,롯데월드타워 서울스카이,관광,전망대,서울특별시 송파구 올림픽로 300 117~123층,송파구,주차하기 편해요,1647,11594.0
176,롯데월드타워 서울스카이,관광,전망대,서울특별시 송파구 올림픽로 300 117~123층,송파구,가격이 합리적이에요,687,11594.0
177,롯데월드타워 서울스카이,관광,전망대,서울특별시 송파구 올림픽로 300 117~123층,송파구,시설이 깔끔해요,416,11594.0
178,롯데월드타워 서울스카이,관광,전망대,서울특별시 송파구 올림픽로 300 117~123층,송파구,산책로가 잘 되어있어요,415,11594.0
179,롯데월드타워 서울스카이,관광,전망대,서울특별시 송파구 올림픽로 300 117~123층,송파구,아이와 가기 좋아요,212,11594.0
180,롯데월드타워 서울스카이,관광,전망대,서울특별시 송파구 올림픽로 300 117~123층,송파구,화장실이 깨끗해요,211,11594.0
181,롯데월드타워 서울스카이,관광,전망대,서울특별시 송파구 올림픽로 300 117~123층,송파구,편의시설이 잘 되어있어요,139,11594.0
182,롯데월드타워 서울스카이,관광,전망대,서울특별시 송파구 올림픽로 300 117~123층,송파구,인테리어가 멋져요,103,11594.0
183,롯데월드타워 서울스카이,관광,전망대,서울특별시 송파구 올림픽로 300 117~123층,송파구,먹거리가 풍부해요,102,11594.0
184,롯데월드타워 서울스카이,관광,전망대,서울특별시 송파구 올림픽로 300 117~123층,송파구,컨셉이 독특해요,62,11594.0
185,롯데월드타워 서울스카이,관광,전망대,서울특별시 송파구 올림픽로 300 117~123층,송파구,체험 프로그램이 다양해요,22,11594.0
186,롯데월드타워 서울스카이,관광,전망대,서울특별시 송파구 올림픽로 300 117~123층,송파구,반려동물과 가기 좋아요,1,11594.0
187,마포구하늘공원,관광,"자연,생태공원",서울특별시 마포구 하늘공원로 95,마포구,산책로가 잘 되어있어요,395,681.0
188,마포구하늘공원,관광,"자연,생태공원",서울특별시 마포구 하늘공원로 95,마포구,뷰가 좋아요,322,681.0
189,마포구하늘공원,관광,"자연,생태공원",서울특별시 마포구 하늘공원로 95,마포구,사진이 잘 나와요,233,681.0
190,마포구하늘공원,관광,"자연,생태공원",서울특별시 마포구 하늘공원로 95,마포구,볼거리가 많아요,199,681.0
191,마포구하늘공원,관광,"자연,생태공원",서울특별시 마포구 하늘공원로 95,마포구,피크닉하기 좋아요,190,681.0
192,마포구하늘공원,관광,"자연,생태공원",서울특별시 마포구 하늘공원로 95,마포구,편의시설이 잘 되어있어요,59,681.0
193,마포구하늘공원,관광,"자연,생태공원",서울특별시 마포구 하늘공원로 95,마포구,주차하기 편해요,54,681.0
194,마포구하늘공원,관광,"자연,생태공원",서울특별시 마포구 하늘공원로 95,마포구,대중교통이 편해요,41,681.0
195,마포구하늘공원,관광,"자연,생태공원",서울특별시 마포구 하늘공원로 95,마포구,가격이 합리적이에요,40,681.0
196,마포구하늘공원,관광,"자연,생태공원",서울특별시 마포구 하늘공원로 95,마포구,화장실이 깨끗해요,40,681.0
197,마포구하늘공원,관광,"자연,생태공원",서울특별시 마포구 하늘공원로 95,마포구,아이와 가기 좋아요,8,681.0
198,마포구하늘공원,관광,"자연,생태공원",서울특별시 마포구 하늘공원로 95,마포구,반려동물과 가기 좋아요,7,681.0
199,마포구하늘공원,관광,"자연,생태공원",서울특별시 마포구 하늘공원로 95,마포구,규모가 커요,7,681.0
200,마포구하늘공원,관광,"자연,생태공원",서울특별시 마포구 하늘공원로 95,마포구,조용히 쉬기 좋아요,4,681.0
201,마포구하늘공원,관광,"자연,생태공원",서울특별시 마포구 하늘공원로 95,마포구,방문객이 많아요,3,681.0
202,마포구하늘공원,관광,"자연,생태공원",서울특별시 마포구 하늘공원로 95,마포구,관리가 잘 되어있어요,3,681.0
203,마포구하늘공원,관광,"자연,생태공원",서울특별시 마포구 하늘공원로 95,마포구,붐비지 않아요,2,681.0
204,마포구하늘공원,관광,"자연,생태공원",서울특별시 마포구 하늘공원로 95,마포구,근처에 갈 곳이 많아요,1,681.0
205,마포구하늘공원,관광,"자연,생태공원",서울특별시 마포구 하늘공원로 95,마포구,신기한 식물이 많아요,1,681.0
206,마포구하늘공원,관광,"자연,생태공원",서울특별시 마포구 하늘공원로 95,마포구,경관이 독특해요,1,681.0
207,동대문종합시장,관광,시장,서울특별시 종로구 종로 272 동대문종합시장 신관,종로구,주차하기 편해요,17,41.0
208,동대문종합시장,관광,시장,서울특별시 종로구 종로 272 동대문종합시장 신관,종로구,종류가 다양해요,12,41.0
209,동대문종합시장,관광,시장,서울특별시 종로구 종로 272 동대문종합시장 신관,종로구,친절해요,11,41.0
210,동대문종합시장,관광,시장,서울특별시 종로구 종로 272 동대문종합시장 신관,종로구,가성비가 좋아요,7,41.0
211,동대문종합시장,관광,시장,서울특별시 종로구 종로 272 동대문종합시장 신관,종로구,특색 있는 제품이 많아요,7,41.0
212,동대문종합시장,관광,시장,서울특별시 종로구 종로 272 동대문종합시장 신관,종로구,시설이 깔끔해요,5,41.0
213,동대문종합시장,관광,시장,서울특별시 종로구 종로 272 동대문종합시장 신관,종로구,품질이 좋아요,5,41.0
214,동대문종합시장,관광,시장,서울특별시 종로구 종로 272 동대문종합시장 신관,종로구,볼거리가 많아요,4,41.0
215,동대문종합시장,관광,시장,서울특별시 종로구 종로 272 동대문종합시장 신관,종로구,매장이 넓어요,2,41.0
216,동대문종합시장,관광,시장,서울특별시 종로구 종로 272 동대문종합시장 신관,종로구,컨셉이 독특해요,1,41.0
217,동대문종합시장,관광,시장,서울특별시 종로구 종로 272 동대문종합시장 신관,종로구,방문객이 많아요,1,41.0
218,동대문종합시장,관광,시장,서울특별시 종로구 종로 272 동대문종합시장 신관,종로구,비싼 만큼 가치있어요,1,41.0
219,동대문종합시장,관광,시장,서울특별시 종로구 종로 272 동대문종합시장 신관,종로구,트렌디해요,1,41.0
220,북촌한옥마을,관광,지역명소,서울특별시 종로구 계동길 37,종로구,뷰가 좋아요,52,56.0
221,북촌한옥마을,관광,지역명소,서울특별시 종로구 계동길 37,종로구,사진이 잘 나와요,43,56.0
222,북촌한옥마을,관광,지역명소,서울특별시 종로구 계동길 37,종로구,볼거리가 많아요,33,56.0
223,북촌한옥마을,관광,지역명소,서울특별시 종로구 계동길 37,종로구,방문객이 많아요,33,56.0
224,북촌한옥마을,관광,지역명소,서울특별시 종로구 계동길 37,종로구,산책로가 잘 되어있어요,15,56.0
225,북촌한옥마을,관광,지역명소,서울특별시 종로구 계동길 37,종로구,먹거리가 풍부해요,12,56.0
226,북촌한옥마을,관광,지역명소,서울특별시 종로구 계동길 37,종로구,관리가 잘 되어있어요,8,56.0
227,북촌한옥마을,관광,지역명소,서울특별시 종로구 계동길 37,종로구,붐비지 않아요,6,56.0
