,Attraction,Category,type,Category_Map,Category_Map_v2,Good_Point,Selected_People,Participants
54,가락몰,관광,shop_etc,만족도,서비스,친절해요,8,12
55,가락몰,관광,shop_etc,편의,접근성,주차하기 편해요,6,12
56,가락몰,관광,shop_etc,매력도,활동,볼거리가 많아요,5,12
57,가락몰,관광,shop_etc,편의,시설,종류가 다양해요,3,12
58,가락몰,관광,shop_etc,매력도,활동,특색 있는 제품이 많아요,2,12
59,가락몰,관광,shop_etc,만족도,가격,품질이 좋아요,2,12
60,가락몰,관광,shop_etc,매력도,활동,컨셉이 독특해요,1,12
61,가락몰,관광,shop_etc,편의,시설,편의시설이 잘 되어있어요,1,12
62,가락몰,관광,shop_etc,매력도,활동,야시장이 잘 되어있어요,1,12
63,가락몰,관광,shop_etc,만족도,가격,가성비가 좋아요,1,12
64,가락몰,관광,shop_etc,편의,시설,규모가 커요,1,12
65,가락몰,관광,shop_etc,매력도,분위기,트렌디해요,1,12
66,가회민화박물관,관광,culture,매력도,분위기,아이와 가기 좋아요,8,17
67,가회민화박물관,관광,culture,만족도,서비스,유익해요,8,17
68,가회민화박물관,관광,culture,매력도,활동,체험 프로그램이 다양해요,5,17
69,가회민화박물관,관광,culture,만족도,가격,가격이 합리적이에요,3,17
70,가회민화박물관,관광,culture,매력도,활동,전시 구성이 알차요,2,17
71,가회민화박물관,관광,culture,만족도,서비스,설명이 잘 되어있어요,2,17
72,가회민화박물관,관광,culture,편의,시설,공간이 넓어요,2,17
73,가회민화박물관,관광,culture,매력도,활동,전시 테마가 재밌어요,1,17
74,가회민화박물관,관광,culture,편의,접근성,주차하기 편해요,1,17
75,가회민화박물관,관광,culture,매력도,분위기,사진이 잘 나와요,1,17
76,간송미술관,관광,history,만족도,서비스,유익해요,11,16
77,간송미술관,관광,history,매력도,활동,전시 구성이 알차요,10,16
78,간송미술관,관광,history,만족도,서비스,설명이 잘 되어있어요,3,16
79,간송미술관,관광,history,매력도,활동,전시 테마가 재밌어요,2,16
80,간송미술관,관광,history,매력도,분위기,아이와 가기 좋아요,2,16
81,간송미술관,관광,history,편의,접근성,주차하기 편해요,2,16
82,간송미술관,관광,history,매력도,분위기,사진이 잘 나와요,1,16
83,간송미술관,관광,history,편의,시설,공간이 넓어요,1,16
84,강동그린웨이 가족캠핑장,관광,nature / experience,편의,시설,깨끗해요,50,101
85,강동그린웨이 가족캠핑장,관광,nature / experience,편의,시설,화장실이 잘 되어있어요,39,101
86,강동그린웨이 가족캠핑장,관광,nature / experience,편의,시설,개수대가 잘 되어있어요,34,101
87,강동그린웨이 가족캠핑장,관광,nature / experience,편의,시설,바비큐 해먹기 좋아요,27,101
88,강동그린웨이 가족캠핑장,관광,nature / experience,매력도,분위기,조용히 쉬기 좋아요,26,101
89,강동그린웨이 가족캠핑장,관광,nature / experience,편의,접근성,주차하기 편해요,25,101
90,강동그린웨이 가족캠핑장,관광,nature / experience,편의,시설,공용시설 관리가 잘돼요,22,101
91,강동그린웨이 가족캠핑장,관광,nature / experience,편의,시설,그늘이 많아요,15,101
92,강동그린웨이 가족캠핑장,관광,nature / experience,매력도,분위기,뷰가 좋아요,11,101
93,강동그린웨이 가족캠핑장,관광,nature / experience,편의,시설,온수가 잘 나와요,9,101
94,강동그린웨이 가족캠핑장,관광,nature / experience,편의,시설,사이트 간격이 넓어요,5,101
95,강동그린웨이 가족캠핑장,관광,nature / experience,편의,시설,전기 사용이 편해요,3,101
96,강동그린웨이 가족캠핑장,관광,nature / experience,만족도,서비스,친절해요,3,101
97,강동그린웨이 가족캠핑장,관광,nature / experience,매력도,분위기,매너타임이 잘 지켜져요,2,101
98,강동그린웨이 가족캠핑장,관광,nature / experience,편의,시설,벌레 걱정 없어요,2,101
99,강동그린웨이 가족캠핑장,관광,nature / experience,만족도,가격,가성비가 좋아요,2,101
100,강동그린웨이 가족캠핑장,관광,nature / experience,편의,시설,물놀이하기 좋아요,2,101
101,강동그린웨이 가족캠핑장,관광,nature / experience,편의,접근성,마트 이용이 편해요,1,101
102,강동그린웨이 가족캠핑장,관광,nature / experience,편의,시설,보안시설이 잘 되어있어요,1,101
103,강변스파랜드,관광,theme,편의,시설,규모가 커요,311,452
104,강변스파랜드,관광,theme,편의,시설,시설이 깔끔해요,222,452
105,강변스파랜드,관광,theme,만족도,서비스,친절해요,145,452
106,강변스파랜드,관광,theme,편의,시설,휴게공간이 잘 되어있어요,126,452
107,강변스파랜드,관광,theme,매력도,활동,놀거리가 많아요,92,452
108,강변스파랜드,관광,theme,편의,접근성,주차하기 편해요,85,452
109,강변스파랜드,관광,theme,편의,시설,부대시설이 잘 되어있어요,80,452
110,강변스파랜드,관광,theme,만족도,가격,가격이 합리적이에요,72,452
111,강변스파랜드,관광,theme,편의,시설,수면실이 잘 되어있어요,57,452
112,강변스파랜드,관광,theme,편의,시설,특이한 찜질방이 있어요,52,452
113,강변스파랜드,관광,theme,매력도,분위기,오래 머무르기 좋아요,16,452
114,강변스파랜드,관광,theme,편의,시설,탕이 넓어요,10,452
115,강변스파랜드,관광,theme,편의,시설,먹거리가 풍부해요,6,452
116,강변스파랜드,관광,theme,매력도,분위기,조용히 쉬기 좋아요,6,452
117,강변스파랜드,관광,theme,편의,시설,탕 종류가 다양해요,5,452
118,강변스파랜드,관광,theme,편의,시설,수질 관리가 잘돼요,5,452
119,강변스파랜드,관광,theme,편의,시설,관리가 잘 되어있어요,4,452
120,강변스파랜드,관광,theme,편의,시설,노천탕이 잘 되어있어요,1,452
121,강변스파랜드,관광,theme,만족도,서비스,세신사의 실력이 좋아요,1,452
122,강서농산물도매시장,관광,shop_etc,편의,접근성,주차하기 편해요,106,170
123,강서농산물도매시장,관광,shop_etc,만족도,서비스,친절해요,73,170
124,강서농산물도매시장,관광,shop_etc,매력도,활동,볼거리가 많아요,45,170
125,강서농산물도매시장,관광,shop_etc,편의,시설,종류가 다양해요,21,170
126,강서농산물도매시장,관광,shop_etc,편의,시설,시설이 깔끔해요,19,170
127,강서농산물도매시장,관광,shop_etc,만족도,가격,가성비가 좋아요,18,170
128,강서농산물도매시장,관광,shop_etc,만족도,가격,품질이 좋아요,17,170
129,강서농산물도매시장,관광,shop_etc,편의,시설,매장이 넓어요,16,170
130,강서농산물도매시장,관광,shop_etc,편의,시설,먹거리가 풍부해요,13,170
131,강서농산물도매시장,관광,shop_etc,매력도,활동,특색 있는 제품이 많아요,13,170
132,강서농산물도매시장,관광,shop_etc,편의,시설,편의시설이 잘 되어있어요,10,170
133,강서농산물도매시장,관광,shop_etc,매력도,활동,컨셉이 독특해요,7,170
134,강서농산물도매시장,관광,shop_etc,매력도,분위기,트렌디해요,5,170
135,강서농산물도매시장,관광,shop_etc,매력도,분위기,분위기가 편안해요,3,170
136,강서농산물도매시장,관광,shop_etc,매력도,활동,야시장이 잘 되어있어요,3,170
137,강서농산물도매시장,관광,shop_etc,만족도,가격,비싼 만큼 가치있어요,2,170
138,강서농산물도매시장,관광,shop_etc,편의,시설,규모가 커요,2,170
139,강서농산물도매시장,관광,shop_etc,매력도,분위기,방문객이 많아요,1,170
140,강서농산물도매시장,관광,shop_etc,매력도,분위기,붐비지 않아요,1,170
141,개봉중앙시장,관광,shop_etc,편의,시설,종류가 다양해요,8,20
142,개봉중앙시장,관광,shop_etc,만족도,가격,가성비가 좋아요,6,20
143,개봉중앙시장,관광,shop_etc,만족도,서비스,친절해요,5,20
144,개봉중앙시장,관광,shop_etc,매력도,활동,볼거리가 많아요,3,20
145,개봉중앙시장,관광,shop_etc,만족도,가격,품질이 좋아요,3,20
146,개봉중앙시장,관광,shop_etc,편의,시설,시설이 깔끔해요,2,20
147,개봉중앙시장,관광,shop_etc,매력도,활동,특색 있는 제품이 많아요,2,20
148,개봉중앙시장,관광,shop_etc,편의,접근성,주차하기 편해요,1,20
149,갤러리아백화점명품관EAST,관광,shop_etc,만족도,서비스,친절해요,1074,"1,940"
150,갤러리아백화점명품관EAST,관광,shop_etc,편의,시설,종류가 다양해요,843,"1,940"
151,갤러리아백화점명품관EAST,관광,shop_etc,만족도,가격,품질이 좋아요,821,"1,940"
152,갤러리아백화점명품관EAST,관광,shop_etc,매력도,활동,특색 있는 제품이 많아요,572,"1,940"
153,갤러리아백화점명품관EAST,관광,shop_etc,만족도,가격,비싼 만큼 가치있어요,453,"1,940"
154,갤러리아백화점명품관EAST,관광,shop_etc,만족도,가격,가성비가 좋아요,365,"1,940"
155,갤러리아백화점명품관EAST,관광,shop_etc,편의,시설,시설이 깔끔해요,349,"1,940"
156,갤러리아백화점명품관EAST,관광,shop_etc,편의,접근성,주차하기 편해요,301,"1,940"
157,갤러리아백화점명품관EAST,관광,shop_etc,매력도,분위기,분위기가 편안해요,243,"1,940"
158,갤러리아백화점명품관EAST,관광,shop_etc,편의,시설,매장이 넓어요,206,"1,940"
159,갤러리아백화점명품관EAST,관광,shop_etc,매력도,분위기,고급스러워요,51,"1,940"
160,갤러리아백화점명품관EAST,관광,shop_etc,매력도,분위기,트렌디해요,45,"1,940"
161,갤러리아백화점명품관EAST,관광,shop_etc,매력도,활동,선물하기 좋아요,33,"1,940"
162,갤러리아백화점명품관EAST,관광,shop_etc,만족도,서비스,포장이 정성스러워요,26,"1,940"
163,갤러리아백화점명품관EAST,관광,shop_etc,매력도,활동,신상품이 많아요,8,"1,940"
164,갤러리아백화점명품관EAST,관광,shop_etc,만족도,서비스,추천을 잘해줘요,6,"1,940"
165,갤러리아백화점명품관EAST,관광,shop_etc,매력도,활동,컨셉이 독특해요,3,"1,940"
166,갤러리아백화점명품관EAST,관광,shop_etc,편의,시설,인테리어가 멋져요,3,"1,940"
167,갤러리아백화점명품관EAST,관광,shop_etc,매력도,분위기,아기자기해요,2,"1,940"
168,갤러리아백화점명품관EAST,관광,shop_etc,매력도,분위기,독특한 디자인이 많아요,2,"1,940"
169,갤러리아백화점명품관EAST,관광,shop_etc,매력도,활동,사이즈가 다양해요,2,"1,940"
170,갤러리아백화점명품관EAST,관광,shop_etc,만족도,서비스,A/S가 세심해요,1,"1,940"
171,갤러리아백화점명품관EAST,관광,shop_etc,만족도,서비스,설명이 자세해요,1,"1,940"
172,갤러리아백화점명품관EAST,관광,shop_etc,매력도,분위기,사진이 잘 나와요,1,"1,940"
173,경복궁,관광,history,매력도,분위기,사진이 잘 나와요,777,"1,202"
174,경복궁,관광,history,매력도,활동,볼거리가 많아요,718,"1,202"
175,경복궁,관광,history,편의,시설,관리가 잘 되어있어요,317,"1,202"
176,경복궁,관광,history,편의,접근성,산책로가 잘 되어있어요,280,"1,202"
177,경복궁,관광,history,매력도,분위기,아이와 가기 좋아요,210,"1,202"
178,경복궁,관광,history,만족도,가격,가격이 합리적이에요,195,"1,202"
179,경복궁,관광,history,매력도,활동,체험 프로그램이 다양해요,119,"1,202"
180,경복궁,관광,history,편의,접근성,주차하기 편해요,117,"1,202"
181,경복궁,관광,history,매력도,분위기,뷰가 좋아요,117,"1,202"
182,경복궁,관광,history,매력도,분위기,방문객이 많아요,113,"1,202"
183,경복궁,관광,history,만족도,서비스,설명이 잘 되어있어요,84,"1,202"
184,경복궁,관광,history,매력도,분위기,붐비지 않아요,81,"1,202"
185,경복궁,관광,history,편의,시설,규모가 커요,68,"1,202"
186,경복궁,관광,history,편의,접근성,근처에 갈 곳이 많아요,21,"1,202"
187,경복궁,관광,history,매력도,분위기,야경이 멋져요,20,"1,202"
188,경복궁,관광,history,매력도,분위기,경관이 독특해요,18,"1,202"
189,경복궁,관광,history,편의,접근성,대중교통이 편해요,8,"1,202"
190,경복궁,관광,history,편의,시설,화장실이 깨끗해요,6,"1,202"
191,경복궁,관광,history,편의,시설,편의시설이 잘 되어있어요,4,"1,202"
192,경의선숲길,관광,nature / theme,편의,접근성,산책로가 잘 되어있어요,46,53
193,경의선숲길,관광,nature / theme,매력도,분위기,뷰가 좋아요,35,53
194,경의선숲길,관광,nature / theme,매력도,분위기,사진이 잘 나와요,28,53
195,경의선숲길,관광,nature / theme,매력도,활동,볼거리가 많아요,19,53
196,경의선숲길,관광,nature / theme,편의,시설,관리가 잘 되어있어요,15,53
197,경의선숲길,관광,nature / theme,매력도,분위기,방문객이 많아요,13,53
198,경의선숲길,관광,nature / theme,편의,시설,먹거리가 풍부해요,8,53
199,경의선숲길,관광,nature / theme,매력도,분위기,붐비지 않아요,7,53
200,경의선숲길,관광,nature / theme,편의,접근성,근처에 갈 곳이 많아요,6,53
201,경의선숲길,관광,nature / theme,편의,접근성,대중교통이 편해요,6,53
202,경의선숲길,관광,nature / theme,매력도,분위기,자연 경관이 좋아요,6,53
203,경의선숲길,관광,nature / theme,편의,시설,규모가 커요,3,53
204,경의선숲길,관광,nature / theme,편의,시설,편의시설이 잘 되어있어요,2,53
205,경의선숲길,관광,nature / theme,매력도,분위기,조용히 쉬기 좋아요,1,53
206,경의선숲길,관광,nature / theme,매력도,분위기,아이와 가기 좋아요,1,53
207,경춘선숲길,관광,nature,편의,접근성,산책로가 잘 되어있어요,23,23
208,경춘선숲길,관광,nature,매력도,분위기,뷰가 좋아요,22,23
209,경춘선숲길,관광,nature,매력도,분위기,사진이 잘 나와요,16,23
210,경춘선숲길,관광,nature,매력도,활동,볼거리가 많아요,10,23
211,경춘선숲길,관광,nature,편의,시설,관리가 잘 되어있어요,10,23
212,경춘선숲길,관광,nature,매력도,분위기,방문객이 많아요,9,23
213,경춘선숲길,관광,nature,편의,시설,편의시설이 잘 되어있어요,3,23
214,경춘선숲길,관광,nature,편의,접근성,주차하기 편해요,2,23
215,경춘선숲길,관광,nature,만족도,서비스,반려동물과 가기 좋아요,2,23
216,경춘선숲길,관광,nature,매력도,분위기,자연 경관이 좋아요,2,23
217,경춘선숲길,관광,nature,매력도,분위기,붐비지 않아요,2,23
218,경춘선숲길,관광,nature,편의,시설,먹거리가 풍부해요,1,23
219,경춘선숲길,관광,nature,매력도,분위기,아이와 가기 좋아요,1,23
220,경춘선숲길,관광,nature,편의,접근성,근처에 갈 곳이 많아요,1,23
221,경춘선숲길,관광,nature,매력도,활동,체험 프로그램이 다양해요,1,23
222,경춘선숲길,관광,nature,편의,접근성,대중교통이 편해요,1,23
223,경춘선숲길,관광,nature,매력도,분위기,트렌디해요,1,23
224,경희궁,관광,history,매력도,분위기,사진이 잘 나와요,29,39
225,경희궁,관광,history,매력도,분위기,붐비지 않아요,29,39
226,경희궁,관광,history,편의,접근성,산책로가 잘 되어있어요,21,39
227,경희궁,관광,history,편의,시설,관리가 잘 되어있어요,13,39
228,경희궁,관광,history,매력도,분위기,아이와 가기 좋아요,13,39
229,경희궁,관광,history,매력도,분위기,뷰가 좋아요,12,39
230,경희궁,관광,history,편의,접근성,대중교통이 편해요,7,39
231,경희궁,관광,history,매력도,활동,볼거리가 많아요,6,39
232,경희궁,관광,history,편의,접근성,주차하기 편해요,6,39
233,경희궁,관광,history,만족도,서비스,반려동물과 가기 좋아요,6,39
234,경희궁,관광,history,만족도,가격,가격이 합리적이에요,5,39
235,경희궁,관광,history,만족도,서비스,설명이 잘 되어있어요,4,39
236,경희궁,관광,history,편의,접근성,근처에 갈 곳이 많아요,4,39
237,경희궁,관광,history,매력도,분위기,경관이 독특해요,1,39
238,경희궁,관광,history,편의,시설,화장실이 깨끗해요,1,39
239,고궁마실,관광,experience,만족도,서비스,친절해요,90,123
240,고궁마실,관광,experience,매력도,활동,옷이 예뻐요,78,123
241,고궁마실,관광,experience,매력도,활동,옷이 다양해요,63,123
242,고궁마실,관광,experience,만족도,서비스,스타일 추천을 잘해줘요,62,123
243,고궁마실,관광,experience,매력도,활동,옷 관리가 잘 되어있어요,39,123
244,고궁마실,관광,experience,매력도,활동,사이즈가 다양해요,37,123
245,고궁마실,관광,experience,편의,시설,시설이 깔끔해요,35,123
246,고궁마실,관광,experience,편의,시설,반납이 편해요,35,123
247,고궁마실,관광,experience,만족도,가격,가격이 합리적이에요,32,123
248,고궁마실,관광,experience,만족도,서비스,상담이 자세해요,22,123
249,고궁마실,관광,experience,매력도,분위기,고급스러워요,6,123
250,고궁마실,관광,experience,매력도,분위기,트렌디해요,3,123
251,고궁마실,관광,experience,만족도,서비스,피팅이 자유로워요,2,123
252,고궁마실,관광,experience,편의,시설,소품이 다양해요,2,123
253,고궁마실,관광,experience,매력도,활동,독특한 의상이 많아요,1,123
254,고속터미널 꽃도매상가,관광,shop_etc,매력도,활동,볼거리가 많아요,5,10
255,고속터미널 꽃도매상가,관광,shop_etc,만족도,서비스,친절해요,3,10
256,고속터미널 꽃도매상가,관광,shop_etc,매력도,분위기,트렌디해요,2,10
257,고속터미널 꽃도매상가,관광,shop_etc,매력도,활동,컨셉이 독특해요,1,10
258,고속터미널 꽃도매상가,관광,shop_etc,편의,시설,시설이 깔끔해요,1,10
259,고속터미널 꽃도매상가,관광,shop_etc,편의,시설,먹거리가 풍부해요,1,10
260,고척근린공원,관광,nature,편의,접근성,주차하기 편해요,36,66
261,고척근린공원,관광,nature,편의,접근성,산책로가 잘 되어있어요,36,66
262,고척근린공원,관광,nature,편의,시설,관리가 잘 되어있어요,24,66
263,고척근린공원,관광,nature,매력도,분위기,뷰가 좋아요,21,66
264,고척근린공원,관광,nature,매력도,분위기,붐비지 않아요,13,66
265,고척근린공원,관광,nature,편의,시설,편의시설이 잘 되어있어요,10,66
266,고척근린공원,관광,nature,매력도,분위기,사진이 잘 나와요,10,66
267,고척근린공원,관광,nature,만족도,가격,가격이 합리적이에요,10,66
268,고척근린공원,관광,nature,편의,시설,먹거리가 풍부해요,7,66
269,고척근린공원,관광,nature,매력도,활동,볼거리가 많아요,6,66
270,고척근린공원,관광,nature,매력도,분위기,방문객이 많아요,6,66
271,고척근린공원,관광,nature,매력도,활동,체험 프로그램이 다양해요,2,66
272,고척근린시장,관광,shop_etc,만족도,서비스,친절해요,24,29
273,고척근린시장,관광,shop_etc,매력도,활동,볼거리가 많아요,8,29
274,고척근린시장,관광,shop_etc,편의,시설,시설이 깔끔해요,4,29
275,고척근린시장,관광,shop_etc,매력도,활동,컨셉이 독특해요,3,29
276,고척근린시장,관광,shop_etc,매력도,활동,야시장이 잘 되어있어요,3,29
277,고척근린시장,관광,shop_etc,매력도,분위기,트렌디해요,3,29
278,고척근린시장,관광,shop_etc,편의,시설,먹거리가 풍부해요,2,29
279,고척근린시장,관광,shop_etc,매력도,활동,특색 있는 제품이 많아요,2,29
280,고척근린시장,관광,shop_etc,만족도,가격,품질이 좋아요,2,29
281,고척근린시장,관광,shop_etc,매력도,분위기,분위기가 편안해요,1,29
282,고척근린시장,관광,shop_etc,만족도,가격,가성비가 좋아요,1,29
283,고척근린시장,관광,shop_etc,만족도,가격,비싼 만큼 가치있어요,1,29
284,고척근린시장,관광,shop_etc,편의,시설,종류가 다양해요,1,29
285,고투몰,관광,shop_etc,만족도,가격,가성비가 좋아요,259,361
286,고투몰,관광,shop_etc,편의,시설,종류가 다양해요,130,361
287,고투몰,관광,shop_etc,만족도,서비스,친절해요,99,361
288,고투몰,관광,shop_etc,만족도,가격,품질이 좋아요,36,361
289,고투몰,관광,shop_etc,매력도,분위기,분위기가 편안해요,32,361
290,고투몰,관광,shop_etc,매력도,활동,특색 있는 제품이 많아요,32,361
291,고투몰,관광,shop_etc,편의,시설,시설이 깔끔해요,22,361
292,고투몰,관광,shop_etc,편의,시설,매장이 넓어요,13,361
293,고투몰,관광,shop_etc,만족도,가격,비싼 만큼 가치있어요,9,361
294,고투몰,관광,shop_etc,매력도,분위기,트렌디해요,3,361
295,고투몰,관광,shop_etc,편의,접근성,주차하기 편해요,2,361
296,고투몰,관광,shop_etc,매력도,분위기,아기자기해요,1,361
297,고투몰,관광,shop_etc,편의,시설,인테리어가 멋져요,1,361
298,고투몰,관광,shop_etc,매력도,분위기,사진이 잘 나와요,1,361
299,골든블루마리나,관광,experience,만족도,서비스,친절해요,692,780
300,골든블루마리나,관광,experience,매력도,분위기,뷰가 좋아요,622,780
301,골든블루마리나,관광,experience,만족도,서비스,안전하게 관리해요,498,780
302,골든블루마리나,관광,experience,만족도,가격,가격이 합리적이에요,280,780
303,골든블루마리나,관광,experience,매력도,활동,체험 프로그램이 다양해요,128,780
304,골든블루마리나,관광,experience,편의,접근성,주차하기 편해요,112,780
305,골든블루마리나,관광,experience,편의,시설,최신 장비를 사용해요,66,780
306,골든블루마리나,관광,experience,매력도,분위기,아이와 가기 좋아요,30,780
307,골든블루마리나,관광,experience,만족도,서비스,수업이 체계적이에요,26,780
308,골든블루마리나,관광,experience,편의,시설,물이 깨끗해요,24,780
309,골든블루마리나,관광,experience,만족도,서비스,반려동물과 가기 좋아요,7,780
310,골든블루마리나,관광,experience,만족도,서비스,픽업서비스가 편해요,1,780
311,골든블루마리나,관광,experience,편의,시설,샤워실이 잘 되어있어요,1,780
312,공릉동도깨비시장,관광,shop_etc,만족도,서비스,친절해요,26,47
313,공릉동도깨비시장,관광,shop_etc,만족도,가격,가성비가 좋아요,14,47
314,공릉동도깨비시장,관광,shop_etc,편의,시설,종류가 다양해요,12,47
315,공릉동도깨비시장,관광,shop_etc,만족도,가격,품질이 좋아요,7,47
316,공릉동도깨비시장,관광,shop_etc,편의,시설,시설이 깔끔해요,5,47
317,공릉동도깨비시장,관광,shop_etc,매력도,활동,특색 있는 제품이 많아요,5,47
318,공릉동도깨비시장,관광,shop_etc,매력도,활동,볼거리가 많아요,4,47
319,공릉동도깨비시장,관광,shop_etc,매력도,분위기,분위기가 편안해요,4,47
320,공릉동도깨비시장,관광,shop_etc,편의,시설,먹거리가 풍부해요,2,47
321,공릉동도깨비시장,관광,shop_etc,매력도,활동,컨셉이 독특해요,1,47
322,공릉동도깨비시장,관광,shop_etc,매력도,활동,야시장이 잘 되어있어요,1,47
323,공릉동도깨비시장,관광,shop_etc,편의,접근성,주차하기 편해요,1,47
324,공릉동도깨비시장,관광,shop_etc,만족도,가격,비싼 만큼 가치있어요,1,47
325,공릉동도깨비시장,관광,shop_etc,편의,시설,매장이 넓어요,1,47
326,관악산 낙성대공원,관광,history,매력도,분위기,뷰가 좋아요,38,104
327,관악산 낙성대공원,관광,history,편의,접근성,산책로가 잘 되어있어요,36,104
328,관악산 낙성대공원,관광,history,편의,시설,관리가 잘 되어있어요,29,104
329,관악산 낙성대공원,관광,history,편의,접근성,주차하기 편해요,22,104
330,관악산 낙성대공원,관광,history,매력도,분위기,사진이 잘 나와요,21,104
331,관악산 낙성대공원,관광,history,편의,시설,편의시설이 잘 되어있어요,12,104
332,관악산 낙성대공원,관광,history,매력도,분위기,붐비지 않아요,12,104
333,관악산 낙성대공원,관광,history,만족도,가격,가격이 합리적이에요,11,104
334,관악산 낙성대공원,관광,history,매력도,활동,볼거리가 많아요,10,104
335,관악산 낙성대공원,관광,history,매력도,활동,체험 프로그램이 다양해요,8,104
336,관악산 낙성대공원,관광,history,매력도,분위기,방문객이 많아요,7,104
337,관악산 낙성대공원,관광,history,편의,시설,먹거리가 풍부해요,7,104
338,관악산 낙성대공원,관광,history,매력도,분위기,자연 경관이 좋아요,4,104
339,관악산 낙성대공원,관광,history,만족도,서비스,반려동물과 가기 좋아요,2,104
340,관악산 낙성대공원,관광,history,만족도,서비스,유익해요,2,104
341,관악산 낙성대공원,관광,history,매력도,분위기,조용히 쉬기 좋아요,1,104
